Contig	ERR2185436	ERR2185437	ERR2185438	ERR2185439	ERR2185440	ERR2185441	ERR2185442	ERR2185443	ERR2185444	ERR2185445	ERR2185446	SRR23967288	SRR23967289	SRR23967290	SRR23967291	SRR23967292	SRR23967293	SRR23967294	SRR23967295	SRR23967296	SRR23967297	SRR23967298	SRR23967299	SRR23967300	SRR23967301	SRR23967302	SRR23967303	SRR23967304	SRR23967305
SRR23967301_RNODE_410_length_6112_cov_7.94233	0	0	0	0	0	0	0	0	0	0	0	0	8.96	0	0	25.62	29.9	0	43.78	0	0	0	81.47	77.83	100	0	0	9.72	0
SRR23967301_RNODE_411_length_1925_cov_9.44147	0	0	0	0	0	0	0	0	0	0	0	0	14.49	0	0	0	0	0	0	0	0	0	0	0	100	0	0	7.27	0
SRR23967301_RNODE_413_length_3331_cov_19.52622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.57	84.3	100	0	0	0	0
SRR23967301_RNODE_414_length_2966_cov_18.27692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.08	62.02	100	0	0	0	0
SRR23967301_RNODE_415_length_4115_cov_10.16764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.32	79.34	100	0	0	0	0
SRR23967301_RNODE_416_length_1819_cov_1.72756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7	61.35	100	0	0	0	0
SRR23967301_RNODE_417_length_6808_cov_8.36039	0	0	0	0	0	0	0	0	14.63	0	12.12	0	6.17	0	0	6.15	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_418_length_6344_cov_20.24207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.41	49.03	28.13	0	0	0	99.8	82.66	100	0	0	0	0
SRR23967301_RNODE_419_length_3426_cov_11.51324	0	0	0	0	0	0	0	0	0	0	0	0	5.28	0	0	0	0	0	0	0	0	0	8.14	0	100	0	0	0	0
SRR23967301_RNODE_41_length_2177_cov_121.74000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.05	100	0	0	0	0
SRR23967301_RNODE_420_length_49669_cov_8.65116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_421_length_47140_cov_13.76109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_422_length_1232_cov_8.28668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_423_length_5494_cov_6.32056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.56	96.4	100	0	0	0	0
SRR23967301_RNODE_424_length_4816_cov_4.15760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.5	100	0	0	0	0
SRR23967301_RNODE_425_length_2573_cov_3.38968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_426_length_1092_cov_4.48887	0	0	0	0	0	0	0	0	0	0	0	0	44.37	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_427_length_4207_cov_11.80804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.43	0	18.85	45.07	33.85	100	0	0	0	0
SRR23967301_RNODE_428_length_1635_cov_5.60198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.63	0	34.13	32.66	47.28	100	0	0	0	0
SRR23967301_RNODE_429_length_1008_cov_3.72939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_42_length_4061_cov_52.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85	13.52	9.23	100	0	0	0	0
SRR23967301_RNODE_430_length_1579_cov_2.07214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8	100	0	0	0	0
SRR23967301_RNODE_431_length_16918_cov_14.10604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62	100	0	0	0	0
SRR23967301_RNODE_432_length_1045_cov_4.07776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_433_length_13608_cov_13.45981	0	7.25	0	0	0	0	0	0	0	0	0	6.64	98.13	99.48	98.32	98.78	96.53	56.29	62.39	0	0	0	100	76.97	100	0	0	98.49	0
SRR23967301_RNODE_435_length_1372_cov_9.80832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_436_length_23293_cov_186.49117	0	0	0	0	0	0	0	0	0	0	0	0	18.03	0	7.16	0	0	0	0	0	0	0	6.58	85.25	100	0	0	0	0
SRR23967301_RNODE_438_length_22551_cov_220.71188	19.23	6.67	6.17	11.03	19.13	6.59	5.44	15.04	24.07	16.22	16.21	13.18	90.45	90.19	78.52	71.95	99.53	99.36	99.29	40.35	37.73	36.44	98.39	99.49	100	39.52	42.77	99.57	79.11
SRR23967301_RNODE_439_length_15279_cov_175.76918	0	7.56	0	0	0	0	0	0	16.55	0	0	0	71.85	50.45	39.34	41.29	54.06	45.31	46.89	0	0	0	39.15	60.26	100	0	5.43	44.16	38.36
SRR23967301_RNODE_43_length_2659_cov_49.01840	9.67	13.92	31.48	5.27	65.06	19.86	6.96	0	59.76	42.87	77.59	24.22	68.41	24.33	0	26.21	22.79	53.59	49.04	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_440_length_1506_cov_8.02581	0	0	0	0	0	0	0	0	0	0	0	0	75.78	0	16.72	0	0	0	0	0	0	0	18.58	18.45	100	0	0	0	0
SRR23967301_RNODE_441_length_3593_cov_6.04949	0	0	0	0	0	0	0	0	0	0	0	0	60.62	0	0	7.79	0	0	0	0	0	0	93.29	31.45	100	0	0	0	0
SRR23967301_RNODE_442_length_3125_cov_7.29250	0	0	0	0	0	0	0	0	0	0	0	8.96	0	0	0	0	0	0	0	8.93	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_443_length_34641_cov_148.76780	0	0	0	0	0	0	0	0	0	0	0	0	74.22	0	0	0	0	0	0	0	0	0	10.06	99.95	100	0	0	0	0
SRR23967301_RNODE_444_length_4655_cov_8.36778	0	0	0	0	0	0	0	0	0	0	0	0	36.65	0	0	0	0	0	0	0	0	0	100	84.45	100	0	20.99	0	0
SRR23967301_RNODE_445_length_4818_cov_5.34220	0	0	0	0	0	0	0	0	0	0	0	0	19.26	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_446_length_17799_cov_10.42227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_447_length_9458_cov_76.74294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89	100	0	0	0	0
SRR23967301_RNODE_448_length_5544_cov_6.48884	0	0	0	0	0	0	0	0	0	0	0	0	99.35	0	0	0	0	0	0	8.21	0	5.05	15.37	84.18	100	0	5.05	5.41	0
SRR23967301_RNODE_44_length_2505_cov_61.51300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.18	0	0	0	11.1	43.95	100	0	0	0	0
SRR23967301_RNODE_450_length_44542_cov_15.60345	0	0	0	0	0	0	0	0	0	0	0	0	6.99	64.89	65.56	68.2	87	86.85	89.4	0	0	0	91.5	73.19	100	0	39.65	80.8	89.9
SRR23967301_RNODE_451_length_3159_cov_6.32801	0	0	0	0	0	0	0	0	0	0	0	0	26.46	0	8.86	0	0	0	0	0	0	0	0	8.86	100	0	0	0	0
SRR23967301_RNODE_452_length_15141_cov_13.55448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_453_length_2416_cov_3.86338	0	0	0	0	0	0	0	0	0	0	0	0	44.93	79.73	46.13	76.29	67.89	11.5	78.98	17.25	11.54	47	11.5	62.06	100	0	53.04	31.15	0
SRR23967301_RNODE_454_length_3236_cov_2.38333	0	0	0	0	0	0	0	0	0	0	0	0	14.49	8.62	0	0	0	0	0	0	0	0	8.65	7.17	100	0	0	0	0
SRR23967301_RNODE_455_length_1131_cov_1.21865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.63	0	100	0	0	0	0
SRR23967301_RNODE_456_length_42606_cov_11.94112	0	0	0	0	0	0	0	0	0	0	0	0	15.98	0	0	0	5.94	9.23	0	0	0	0	15.33	0	100	0	0	0	0
SRR23967301_RNODE_457_length_1662_cov_6.85616	0	0	0	0	0	0	0	0	0	0	0	0	27.18	0	0	0	0	0	0	0	0	16.36	45.28	25.14	100	0	0	0	0
SRR23967301_RNODE_459_length_29143_cov_69.77883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27	0	0	0	68.84	88.57	100	0	0	6.75	0
SRR23967301_RNODE_45_length_3894_cov_37.63920	0	0	0	13.45	0	0	0	0	0	0	0	0	23.18	0	0	0	0	0	0	0	0	0	0	6.83	100	0	0	0	0
SRR23967301_RNODE_461_length_4883_cov_32.33719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_462_length_15273_cov_12.50437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_463_length_3538_cov_2.89837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.68	0	100	0	0	0	0
SRR23967301_RNODE_464_length_1692_cov_1.86429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_465_length_2849_cov_4.08399	0	0	0	0	0	0	0	0	0	0	0	0	19.45	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_466_length_21764_cov_13.24486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.06	46.74	100	0	0	0	0
SRR23967301_RNODE_467_length_3213_cov_5.15469	0	0	0	0	0	0	0	0	0	0	0	0	14.32	0	0	0	0	0	0	0	0	0	0	12.76	100	0	0	0	0
SRR23967301_RNODE_468_length_5455_cov_5.12591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.37	100	0	0	0	0
SRR23967301_RNODE_469_length_14377_cov_11.29411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_46_length_36562_cov_128.00350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36	15.36	100	0	0	0	0
SRR23967301_RNODE_470_length_1060_cov_6.65395	0	0	22.34	0	0	0	0	0	0	0	0	0	13.2	0	0	0	0	12.91	0	13.2	51.84	0	70.59	0	100	26.3	0	0	0
SRR23967301_RNODE_471_length_1060_cov_4.15524	0	0	22.34	0	0	0	0	0	0	0	0	13.2	13.29	0	0	0	0	12.91	0	37.04	41.75	0	90.01	0	100	26.3	20.45	0	0
SRR23967301_RNODE_472_length_6402_cov_4.28232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.35	97.52	100	0	0	0	0
SRR23967301_RNODE_473_length_5980_cov_3.76323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97	81.41	100	0	0	0	0
SRR23967301_RNODE_474_length_145851_cov_33.42132	0	0	0	0	0	0	0	0	0	0	0	0	9.78	0	5.26	0	39.12	49.8	12.38	0	0	0	54.03	52.31	100	0	0	5.17	0
SRR23967301_RNODE_475_length_1213_cov_27.11205	0	0	0	0	0	0	0	0	0	0	0	0	23.08	0	0	0	0	10.8	22.92	0	0	0	74.86	24.65	100	0	0	0	0
SRR23967301_RNODE_476_length_6523_cov_3.76376	0	0	0	0	0	0	0	0	0	0	0	0	8.54	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_477_length_8727_cov_5.36742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.62	94.75	100	0	0	0	0
SRR23967301_RNODE_478_length_49943_cov_40.99930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33	0	0	0	0	58.35	38.29	100	0	0	0	0
SRR23967301_RNODE_479_length_9731_cov_9.20609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	97.25	100	0	0	0	0
SRR23967301_RNODE_47_length_2942_cov_22.00750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.51	23.99	100	0	0	0	0
SRR23967301_RNODE_480_length_81188_cov_16.08652	0	0	0	0	0	0	0	0	0	0	0	15.97	59.06	62.23	57.68	58.63	60.7	51.83	45.47	0	0	0	99.83	85.38	100	15.39	39.15	59.34	0
SRR23967301_RNODE_483_length_6819_cov_4.56574	0	0	0	0	0	0	0	0	0	0	0	8.17	0	0	0	0	0	0	0	0	0	0	0	0	100	0	6.13	0	0
SRR23967301_RNODE_484_length_1117_cov_2.72814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	95.88	100	0	0	0	58.1	100	100	0	0	90.06	0
SRR23967301_RNODE_486_length_1193_cov_3.91179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.47	0	100	97.15	100	0	0	0	0	99.5	100	0	0	72.25	0
SRR23967301_RNODE_489_length_56531_cov_21.37375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.71	11.9	16.97	49.62	47.99	100	0	0	0	0
SRR23967301_RNODE_48_length_1633_cov_21.72080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.09	98.1	100	0	0	0	0
SRR23967301_RNODE_490_length_5327_cov_4.57735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.16	98.7	100	0	0	0	0
SRR23967301_RNODE_491_length_5783_cov_7.23586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	74.41	100	0	0	0	0
SRR23967301_RNODE_492_length_12282_cov_2.10297	0	0	0	0	0	0	0	0	0	0	0	0	10.19	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_493_length_1568_cov_0.89553	0	0	0	0	0	0	0	0	0	0	0	0	17.4	0	0	0	0	0	0	0	0	0	0	8.41	99.94	8.86	0	0	0
SRR23967301_RNODE_494_length_4575_cov_4.91941	0	0	0	0	0	0	0	0	0	0	0	0	29.57	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_495_length_8366_cov_47.45936	0	0	0	0	0	0	0	0	0	0	0	0	33.37	0	6.67	0	90.7	29.65	89.3	0	0	0	94.81	81.02	100	0	0	88.16	5.02
SRR23967301_RNODE_496_length_1973_cov_3.21178	0	0	0	0	0	0	0	0	0	0	0	14.19	11.66	0	6.99	0	0	7.1	0	11.61	14.09	0	0	35.23	100	0	0	0	0
SRR23967301_RNODE_497_length_6478_cov_6.53079	0	0	0	0	0	0	0	0	0	0	0	0	7.84	0	0	0	0	0	0	0	0	0	0	8.6	100	0	0	0	0
SRR23967301_RNODE_498_length_2091_cov_7.28218	0	0	0	0	0	0	0	0	0	0	0	0	8.13	0	0	0	0	0	0	0	0	0	0	13.25	100	0	0	0	0
SRR23967301_RNODE_499_length_11218_cov_6.51490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_49_length_1454_cov_24.01650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_4_length_3105_cov_14.90980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_500_length_6429_cov_3.33704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_501_length_30036_cov_16.25950	0	0	0	0	0	0	0	0	0	0	0	0	52.01	0	0	0	0	0	5.84	0	0	0	98.39	94.41	100	0	6.54	5.67	0
SRR23967301_RNODE_502_length_12966_cov_12.24890	0	0	0	0	0	0	0	0	0	0	0	0	42.78	0	0	0	0	0	0	0	0	0	93.38	83.11	100	0	0	0	0
SRR23967301_RNODE_503_length_86251_cov_7.34073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_504_length_9540_cov_11.57033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78	100	0	0	0	0
SRR23967301_RNODE_505_length_88170_cov_6.52927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97	100	0	0	0	0
SRR23967301_RNODE_506_length_129175_cov_6.34941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65	100	0	0	0	0
SRR23967301_RNODE_507_length_44244_cov_10.26180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32	100	0	0	0	0
SRR23967301_RNODE_508_length_47466_cov_7.64155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_509_length_1941_cov_12.32091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_50_length_40481_cov_93.75920	0	0	0	0	0	0	0	0	0	0	0	9.29	76.64	70.66	70.99	71.74	25.59	38.38	68.33	7.08	0	0	100	100	100	0	7.07	65.26	0
SRR23967301_RNODE_510_length_40564_cov_8.34883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_511_length_2637_cov_11.17323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_512_length_4462_cov_12.18340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_51_length_3998_cov_41.61060	0	0	0	0	0	0	0	0	0	0	0	0	22.58	0	0	0	0	0	0	0	0	0	0	13.95	100	0	0	0	0
SRR23967301_RNODE_52_length_7084_cov_14.96050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_53_length_2733_cov_7.00260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_54_length_2753_cov_34.01240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_55_length_1190_cov_8.85630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_56_length_2733_cov_36.01320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_57_length_5831_cov_26.72470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.39	22.6	100	0	0	0	0
SRR23967301_RNODE_58_length_1736_cov_20.04210	0	7.94	8.69	0	38.11	0	0	0	9.5	8	38.86	41.97	26.19	31.15	0	8.06	16.06	62.81	17.16	0	0	0	0	14.1	100	16	16.12	0	0
SRR23967301_RNODE_59_length_36562_cov_12.67170	0	0	0	0	0	0	0	0	0	0	0	0	71.31	64.36	12.12	16.54	0	0	0	0	0	0	8.46	28.14	100	0	0	0	0
SRR23967301_RNODE_5_length_33342_cov_34.44160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82	0	100	0	0	0	0
SRR23967301_RNODE_60_length_1864_cov_9.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_61_length_3013_cov_122.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.55	100	0	0	0	0
SRR23967301_RNODE_62_length_149101_cov_45.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_63_length_5146_cov_47.21360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12	43.64	100	0	0	0	0
SRR23967301_RNODE_64_length_4033_cov_16.95340	0	0	0	0	0	0	0	0	0	0	0	0	10.34	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_65_length_57044_cov_232.00410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.93	100	0	0	0	0
SRR23967301_RNODE_66_length_6126_cov_7.00110	0	0	0	0	0	0	0	0	0	0	0	0	0	9.11	43.84	22.78	0	9.12	52.26	0	13.24	0	99.8	99.12	100	0	0	66.33	0
SRR23967301_RNODE_67_length_34789_cov_39.00110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.55	100	0	0	0	0
SRR23967301_RNODE_6_length_1644_cov_3.48720	0	0	0	59.15	0	49.79	16.9	75.44	31.98	38.24	9.48	0	61.22	42.25	51	79.88	52.4	94.41	57.26	18.84	22.31	32.1	0	25.29	100	8.51	50.58	0	0
SRR23967301_RNODE_70_length_6387_cov_15.16850	0	0	0	0	0	0	0	0	0	0	0	0	99.45	0	0	0	0	0	8.75	0	0	0	0	0	100	0	31.02	0	15.09
SRR23967301_RNODE_71_length_1449_cov_32.08830	0	0	0	0	0	0	0	0	0	0	0	48.59	100	0	0	0	29.26	0	19.32	0	0	0	100	72.74	100	37.27	66.74	0	0
SRR23967301_RNODE_72_length_1213_cov_20.67110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_73_length_1095_cov_284.49215	0	0	0	0	0	0	0	0	0	0	0	0	68.58	25.39	0	0	42.56	0	100	25.57	0	69.13	99.82	90.96	100	0	0	71.51	100
SRR23967301_RNODE_74_length_1348_cov_5.86936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.57	0	0	0	0	0	0	30.62	100	0	0	10.38	0
SRR23967301_RNODE_75_length_1203_cov_1.90259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.7	26.43	100	0	0	0	0
SRR23967301_RNODE_76_length_1513_cov_13.58765	9.78	0	11.57	0	15	0	0	0	37.81	11.76	28.29	0	21.48	0	9.19	0	9.19	19.89	25.84	0	0	0	15.27	0	100	0	0	0	0
SRR23967301_RNODE_77_length_2159_cov_53.01498	0	0	0	0	0	0	0	0	0	0	0	0	32.61	0	0	0	0	0	0	32.38	15.93	36.13	41.78	70.54	100	21.58	53.54	0	29.46
SRR23967301_RNODE_78_length_1509_cov_3.28090	0	0	0	0	0	0	0	0	0	0	0	0	100	68.79	74.42	65.41	71.04	50.5	66.34	18.42	48.71	87.08	0	18.36	100	0	0	0	18.49
SRR23967301_RNODE_79_length_3599_cov_13.49722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_7_length_7456_cov_44.00590	27.04	19.3	10.37	30.44	45.58	17.58	0	0	9.96	14.07	0	0	64.89	0	0	5.62	0	6.52	0	0	0	0	0	7.48	100	0	0	0	0
SRR23967301_RNODE_80_length_4029_cov_31.84708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.87	100	0	0	0	0
SRR23967301_RNODE_81_length_7432_cov_11.76203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_82_length_2720_cov_13.69287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_83_length_3210_cov_4.21282	0	0	0	0	0	0	0	0	0	0	0	0	57.61	0	0	0	17.41	0	8.69	0	0	0	0	42.2	100	0	0	13.05	0
SRR23967301_RNODE_84_length_1518_cov_6.32467	0	0	0	0	0	0	0	0	0	0	0	0	9.15	0	0	0	0	0	0	0	11.45	0	0	0	100	0	0	0	0
SRR23967301_RNODE_85_length_1027_cov_2.90657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.26	0	100	0	52.78	27.26	0
SRR23967301_RNODE_86_length_1797_cov_4.68434	0	0	0	0	0	0	0	0	0	0	0	0	25.1	0	15.58	0	90.93	15.19	56.15	0	0	0	0	11.24	100	0	0	7.68	0
SRR23967301_RNODE_87_length_3111_cov_3743.51228	0	0	0	0	0	0	0	0	0	0	0	47.32	42.24	22.37	14.01	0	9	0	8.68	0	16.59	14.01	83.99	100	100	0	20.57	0	0
SRR23967301_RNODE_88_length_2168_cov_15.50336	0	0	0	0	0	0	0	0	0	0	0	0	36.15	0	0	0	0	0	0	0	0	0	0	12.4	100	0	0	0	0
SRR23967301_RNODE_89_length_4507_cov_12.94249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72	100	0	0	0	0
SRR23967301_RNODE_8_length_3246_cov_450.13860	0	0	12.87	0	5.79	0	0	8.01	16.51	0	29.2	0	0	0	8.65	0	0	25.9	0	0	0	0	14.47	41.02	100	0	0	0	0
SRR23967301_RNODE_90_length_1369_cov_36.36585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.62	0	100	0	0	0	0
SRR23967301_RNODE_91_length_1119_cov_12.19585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_92_length_6561_cov_1.76725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_93_length_1003_cov_1.15105	0	0	0	0	0	0	0	0	0	0	0	0	64.71	0	0	0	0	0	0	0	0	0	0	25.02	100	0	0	13.96	0
SRR23967301_RNODE_94_length_1662_cov_15.60888	0	0	0	0	0	0	0	0	0	0	0	16.72	0	0	0	0	81.48	0	95.55	0	0	0	96.33	99.1	100	0	0	90.86	95.01
SRR23967301_RNODE_95_length_2449_cov_10.16306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
