Contig	ERR2185436	ERR2185437	ERR2185438	ERR2185439	ERR2185440	ERR2185441	ERR2185442	ERR2185443	ERR2185444	ERR2185445	ERR2185446	SRR23967288	SRR23967289	SRR23967290	SRR23967291	SRR23967292	SRR23967293	SRR23967294	SRR23967295	SRR23967296	SRR23967297	SRR23967298	SRR23967299	SRR23967300	SRR23967301	SRR23967302	SRR23967303	SRR23967304	SRR23967305
SRR23967301_RNODE_255_length_1542_cov_631.35015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.77	18.15	0	0	0	18.21	100	99.42	100	0	0	0	0
SRR23967301_RNODE_256_length_2164_cov_26.19433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.77	100	0	0	0	0
SRR23967301_RNODE_257_length_3761_cov_2.63495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_258_length_1060_cov_6.45974	29.12	0	0	0	0	0	0	0	0	0	0	26.67	100	70.12	51.37	65.22	91.61	86.8	71.54	26.48	13.2	0	98.59	73.52	100	41.75	85.01	0	0
SRR23967301_RNODE_259_length_1991_cov_3.06350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.06	0	0	0	100	0	0	0	0
SRR23967301_RNODE_25_length_48521_cov_45.13960	0	0	0	0	0	0	0	0	0	0	0	0	28.43	80.44	83.4	84.52	89.86	89.46	75.85	0	0	0	55.29	71.06	100	0	9.88	53.26	24.2
SRR23967301_RNODE_260_length_3028_cov_14.94347	0	0	0	0	5.12	9.01	0	0	0	12.94	19.61	0	0	0	0	0	0	9.21	18.49	0	0	0	0	9.18	100	0	0	0	0
SRR23967301_RNODE_261_length_5690_cov_19.90257	0	0	0	0	17.5	11.97	0	5.87	6.99	0	11.61	0	16.68	0	0	0	0	7.03	13.83	0	0	6.5	0	18.66	100	0	6.27	0	0
SRR23967301_RNODE_263_length_1994_cov_2.31813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_264_length_1710_cov_6.49331	0	0	0	0	0	0	0	0	0	0	0	0	41.2	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_265_length_1266_cov_10.52800	0	0	0	0	0	0	0	0	0	0	0	21.39	82.24	100	100	100	99.21	96.29	88.24	0	0	0	100	98.11	100	0	39.15	95.82	0
SRR23967301_RNODE_266_length_1331_cov_13.63792	0	0	0	0	0	0	0	0	0	0	0	20.89	39.22	0	0	0	0	0	0	0	0	0	20.96	20.96	100	0	0	0	0
SRR23967301_RNODE_267_length_4983_cov_3.37693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.44	100	0	0	0	0
SRR23967301_RNODE_26_length_2329_cov_16.45130	0	0	0	0	0	0	0	0	0	0	0	0	77.76	0	0	0	0	0	0	0	0	0	0	12.02	100	0	0	0	0
SRR23967301_RNODE_270_length_2126_cov_0.73951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_271_length_7556_cov_12.27823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74	100	0	0	0	0
SRR23967301_RNODE_272_length_4439_cov_11.11859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.26	98.11	100	0	0	0	0
SRR23967301_RNODE_274_length_6902_cov_2.83436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.59	92.7	100	0	0	0	0
SRR23967301_RNODE_275_length_15517_cov_85.70513	0	0	0	0	0	0	0	0	0	0	0	0	17.65	99.98	97.81	91.27	24.99	0	18.68	8.93	8.77	9.18	100	77.37	100	6.01	9.2	17.12	44.85
SRR23967301_RNODE_276_length_2714_cov_10.11730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16	0	0	0	7.11	0	99.85	100	100	0	0	10.31	0
SRR23967301_RNODE_277_length_1887_cov_18.34237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.68	17.59	100	0	0	0	0
SRR23967301_RNODE_278_length_5104_cov_6.14397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44	63.04	100	0	0	0	0
SRR23967301_RNODE_27_length_60963_cov_14.99480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.85	7.5	9.72	0	0	0	0	99.52	100	0	0	8.83	0
SRR23967301_RNODE_280_length_4285_cov_5.75867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_281_length_1985_cov_3.43970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_282_length_2120_cov_15.13365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6	100	0	0	0	0
SRR23967301_RNODE_283_length_5258_cov_20.70752	0	0	0	0	0	0	0	0	0	0	0	0	0	95.28	93.53	87.72	24.89	0	25.67	5.13	7.97	6.48	100	100	100	0	0	64.82	55.49
SRR23967301_RNODE_284_length_3751_cov_9.61508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.22	76.99	100	0	0	0	0
SRR23967301_RNODE_285_length_7236_cov_15.28708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.21	95.83	100	0	0	0	0
SRR23967301_RNODE_286_length_4288_cov_19.69906	0	0	0	0	0	0	0	0	0	0	0	9.77	9.79	0	0	0	0	0	0	0	0	0	0	9.7	100	0	0	0	0
SRR23967301_RNODE_287_length_5786_cov_10.36175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.87	100	0	0	0	0
SRR23967301_RNODE_288_length_1782_cov_9.82568	0	15.59	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	100	100	0	0	15.98	100	91.87	100	0	0	100	0
SRR23967301_RNODE_289_length_6653_cov_8.90998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.67	100	0	0	0	0
SRR23967301_RNODE_28_length_2877_cov_5.29370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_290_length_2708_cov_16.45583	0	0	0	0	0	0	6.46	0	0	0	0	10.34	0	0	0	0	0	0	0	0	0	0	10.3	62.2	100	0	0	15.47	0
SRR23967301_RNODE_292_length_11370_cov_42.94935	5	0	0	6.3	0	0	0	0	0	0	0	0	18.43	0	8.52	0	0	0	0	0	0	0	0	9.56	100	0	0	0	0
SRR23967301_RNODE_293_length_42517_cov_56.22509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	96.13	100	0	0	0	5.32
SRR23967301_RNODE_295_length_3721_cov_39.35610	0	0	0	0	0	0	0	0	0	0	0	10.62	18.57	21.93	0	13.01	32.17	0	64.02	15.61	0	11.37	32.38	39.16	100	0	0	60.44	25.77
SRR23967301_RNODE_296_length_1243_cov_8.44580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.22	100	0	0	0	0
SRR23967301_RNODE_297_length_3055_cov_11.18664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23	100	0	0	0	0
SRR23967301_RNODE_298_length_3877_cov_11.63744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22	100	0	0	0	0
SRR23967301_RNODE_299_length_1161_cov_258.56972	0	0	0	0	12.92	0	0	0	0	0	0	0	98.88	97.5	90.78	83.98	100	100	100	42.98	24.12	22.74	100	100	100	0	0	100	100
SRR23967301_RNODE_300_length_3514_cov_30.90427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_301_length_2999_cov_5.16105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_302_length_1632_cov_2.36866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_303_length_2354_cov_3.75520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_304_length_1803_cov_13.87923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_305_length_5205_cov_37.20898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82	0	10.93	0	0	0	87.13	100	100	0	11.34	8.95	16.91
SRR23967301_RNODE_307_length_4409_cov_705.32484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.36	9.71	18.73	0	6.35	0	100	81.27	100	0	0	0	14.22
SRR23967301_RNODE_308_length_2294_cov_34.39002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.35	100	0	0	0	0
SRR23967301_RNODE_309_length_14339_cov_13.70197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.85	100	0	0	0	0
SRR23967301_RNODE_30_length_2007_cov_50.99750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.26	0	0	100	0	0	0	0
SRR23967301_RNODE_311_length_8119_cov_12.23918	0	0	0	0	0	0	0	0	0	0	0	0	97.36	0	0	0	0	0	0	0	0	0	0	0	100	0	17.17	0	0
SRR23967301_RNODE_312_length_7578_cov_12.54876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.87	100	0	0	0	0
SRR23967301_RNODE_313_length_6587_cov_8.42933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46	75.92	100	0	0	0	0
SRR23967301_RNODE_315_length_77261_cov_116.92747	0	0	0	0	0	0	0	0	0	0	0	7.43	8.13	13.39	14.2	14.49	0	0	0	5.58	0	0	0	13.6	100	8.8	9.69	0	0
SRR23967301_RNODE_316_length_5084_cov_120.05942	0	0	0	0	0	0	0	0	0	0	0	34.38	59.35	97.62	99.9	99.94	0	10.21	0	42.32	8.24	11.17	8.26	28.46	100	65.01	52.02	5.47	15.54
SRR23967301_RNODE_318_length_13907_cov_39.69178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	10.2	0	0
SRR23967301_RNODE_319_length_2828_cov_11.14603	0	0	0	0	0	0	0	0	0	0	0	0	28.56	59.88	19.72	0	100	53.84	92.01	0	0	0	96.57	49.7	100	0	0	100	0
SRR23967301_RNODE_31_length_5664_cov_8.95550	0	0	0	0	0	0	0	0	0	0	0	27.01	38.78	0	7.34	0	5.24	0	8.56	13.5	12.53	27.71	0	32.71	100	0	5.33	0	0
SRR23967301_RNODE_320_length_9588_cov_10.36403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.8	38.52	100	0	0	0	0
SRR23967301_RNODE_321_length_3244_cov_8.92067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6	100	0	0	0	0
SRR23967301_RNODE_322_length_3798_cov_7.24357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_323_length_3488_cov_27.34018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_324_length_6236_cov_10.35611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.39	100	0	0	0	0
SRR23967301_RNODE_325_length_1984_cov_27.72622	39.04	12.39	8.82	51.28	39.19	6.95	0	0	0	14.96	0	0	92.95	7	57.68	26.15	14.01	7.05	14.06	0	0	0	0	48.82	100	0	0	14.11	48.46
SRR23967301_RNODE_326_length_2343_cov_4.35930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.69	100	0	0	0	0
SRR23967301_RNODE_327_length_5650_cov_171.50284	83.51	55.62	72.22	83.47	91.74	88.18	72.15	96.2	98.21	97.38	93.1	99.24	100	99.52	99.61	99.7	99.7	99.66	99.49	98.51	98.21	98.9	93.81	99.45	100	96.89	99.38	99.98	85.15
SRR23967301_RNODE_328_length_1275_cov_15.27079	0	0	0	0	0	0	0	0	0	0	0	0	17.02	0	0	0	0	0	0	0	0	0	32.86	0	100	0	0	0	0
SRR23967301_RNODE_329_length_2958_cov_7.60162	0	0	0	0	0	0	0	0	0	0	0	0	0	9.46	0	0	22.91	0	61.2	0	0	0	42.08	9.26	100	0	0	27.44	99.43
SRR23967301_RNODE_32_length_4678_cov_14.00300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_331_length_1647_cov_5.51349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32	0	0	26.9	28.42	26.35	100	0	0	0	0
SRR23967301_RNODE_332_length_1404_cov_18.05927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.96	100	0	0	0	0
SRR23967301_RNODE_334_length_4798_cov_4.30198	0	0	0	0	0	0	0	0	0	0	0	0	40.78	0	0	0	0	0	0	0	0	0	77.77	11.29	100	0	0	0	0
SRR23967301_RNODE_336_length_1573_cov_5.49303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_337_length_1113_cov_0.80955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_339_length_12905_cov_9.83600	0	9.02	10.14	0	9.41	0	0	0	0	0	0	0	83.21	26.75	17.41	14.32	60.79	21.81	66.84	12.08	0	0	0	12.11	100	63.43	11.78	47.59	0
SRR23967301_RNODE_340_length_2583_cov_9.11821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.81	59.5	100	0	0	0	0
SRR23967301_RNODE_341_length_2587_cov_6.03957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.97	46.15	100	0	0	0	0
SRR23967301_RNODE_342_length_5992_cov_23.41057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_343_length_1471_cov_4.54758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.45	0	0	0	0	98.16	100	100	0	0	0	0
SRR23967301_RNODE_344_length_3499_cov_2.33639	0	0	0	0	0	0	0	0	0	0	0	0	0	7.95	31.87	29.47	100	79.02	100	0	0	0	55.84	94.74	100	0	0	81.05	0
SRR23967301_RNODE_345_length_1541_cov_19.32565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.02	100	0	0	0	0
SRR23967301_RNODE_346_length_11125_cov_45.46971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24	20.49	100	0	0	0	0
SRR23967301_RNODE_348_length_1761_cov_5.94923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	7.95	0	0	0
SRR23967301_RNODE_349_length_1750_cov_4.61288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_34_length_4565_cov_80.93360	68.17	56.41	67.38	76.8	95.71	64.25	63.61	73.56	91.96	94.59	91.54	17.06	100	98.88	99.63	100	85.43	93.49	70.76	91.41	91.46	98.9	30.95	87.16	100	90.38	99.72	96.21	38.03
SRR23967301_RNODE_350_length_8533_cov_1091.18558	0	0	0	0	0	0	0	0	0	0	0	36.59	10.52	0	0	0	0	5.05	6.4	8.18	0	0	98.14	88.6	100	17.31	12.41	5.04	5.94
SRR23967301_RNODE_351_length_2049_cov_1.85845	100	99.61	77.06	59.3	100	0	0	0	0	0	0	20.45	100	100	100	100	100	100	100	86.09	89.07	100	78.43	100	100	0	89.21	100	90.34
SRR23967301_RNODE_354_length_1010_cov_7.43137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.85	0	34.22	0	0	0	45.7	16.62	100	0	0	44.41	0
SRR23967301_RNODE_355_length_3946_cov_12.05693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_356_length_1535_cov_4.33436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.68	0	100	0	0	0	0
SRR23967301_RNODE_357_length_1753_cov_7.89488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99	0	0	0	15.06	0	100	0	0	0	0
SRR23967301_RNODE_358_length_4730_cov_7.05100	0	0	0	0	0	0	0	0	0	0	0	0	77.38	9.98	0	0	0	0	0	0	5.88	0	9.41	68.99	100	0	0	0	0
SRR23967301_RNODE_359_length_4847_cov_44.86706	0	0	0	0	0	0	0	0	0	0	0	13.53	23.23	54.22	55.62	59.19	8.67	76.95	41.02	27.32	0	0	75.3	42.21	100	36.72	51.39	37.69	54.76
SRR23967301_RNODE_35_length_2976_cov_12.41830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_360_length_2261_cov_9.07068	0	0	0	0	0	0	0	0	0	0	0	0	23.49	0	0	0	0	0	0	0	0	0	0	18.49	100	0	0	0	0
SRR23967301_RNODE_361_length_5611_cov_11.13071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.37	100	0	0	0	0
SRR23967301_RNODE_362_length_1169_cov_8.92406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_363_length_2788_cov_7.71203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.04	38.87	18.47	38.44	0	9.97	0	53.89	83.26	100	0	0	10	0
SRR23967301_RNODE_364_length_3237_cov_8.49326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.65	30.24	20.17	47.73	0	0	0	67.9	73.59	100	0	0	14.7	0
SRR23967301_RNODE_365_length_2553_cov_216.64283	0	0	0	0	0	0	0	0	0	0	0	9.56	64.28	45.55	5.48	10.97	83.39	10.93	88.84	55.78	61.07	54.21	95.97	100	100	7.4	32.04	56.13	58.52
SRR23967301_RNODE_366_length_3051_cov_6.02109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.27	9.14	0	0	0	0	0	0	100	0	0	0	52.84
SRR23967301_RNODE_367_length_1242_cov_3.24762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_368_length_2262_cov_295.01957	0	0	0	0	0	0	0	0	0	0	0	0	38.14	43.61	12.37	0	47.95	0	100	0	0	0	98.63	87.58	100	0	0	66.02	100
SRR23967301_RNODE_369_length_2844_cov_2.45714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_36_length_6270_cov_12.55340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_370_length_2856_cov_3.19785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_371_length_2781_cov_4.36355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_372_length_4635_cov_4.94005	0	0	0	0	0	0	0	0	0	0	0	0	6.02	0	0	0	0	0	0	0	0	0	0	6.04	100	0	6.02	0	0
SRR23967301_RNODE_373_length_5949_cov_9.07584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_374_length_7089_cov_47.81235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.87	66.14	100	0	0	0	0
SRR23967301_RNODE_376_length_2387_cov_9.87609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_377_length_14311_cov_6.45094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.58	12.34	100	0	0	0	0
SRR23967301_RNODE_378_length_2092_cov_9.18927	0	0	0	0	0	0	0	0	0	0	0	0	32.11	0	0	0	0	0	0	0	0	0	0	0	100	0	6.69	0	0
SRR23967301_RNODE_379_length_33317_cov_8.33380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74	100	0	0	0	0
SRR23967301_RNODE_37_length_2766_cov_83.03000	0	0	0	0	0	0	0	0	0	0	0	0	61.66	96.93	92.66	77.12	0	0	20.17	0	0	0	51.14	32.2	100	0	0	49.11	39.75
SRR23967301_RNODE_381_length_1026_cov_2.83030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_382_length_6463_cov_343.81179	0	0	0	0	0	0	0	0	0	0	0	0	63.45	10.83	6.25	6.1	10.52	14.62	21.4	0	13.82	21.82	91.37	94.17	100	21.92	53.21	12.67	0
SRR23967301_RNODE_383_length_9396_cov_10.58718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_385_length_30136_cov_8.39524	0	0	0	0	0	0	0	0	0	0	0	0	19.42	0	0	0	0	0	0	0	0	0	98.6	99.39	100	0	0	0	0
SRR23967301_RNODE_386_length_1767_cov_5.11101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_387_length_38705_cov_22.28764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.58	0	59.96	74.59	75.37	0	0	0	63.38	30.26	100	6.26	28.87	75.93	0
SRR23967301_RNODE_388_length_7589_cov_8.81973	0	0	0	0	0	0	0	0	0	0	0	0	5.49	0	0	0	0	0	0	0	0	0	77.41	67.16	100	0	0	0	0
SRR23967301_RNODE_389_length_8296_cov_11.50834	0	0	0	0	0	0	0	0	0	0	0	0	13.31	0	0	0	0	0	0	0	0	0	73.48	77.62	100	0	0	0	0
SRR23967301_RNODE_38_length_3062_cov_84.24400	0	0	0	0	0	0	0	0	0	0	0	0	0	100	98.92	95.07	40.12	0	27.75	0	0	14.2	100	99.41	100	0	0	58.47	0
SRR23967301_RNODE_390_length_6728_cov_351.83388	0	0	0	0	0	0	0	0	0	0	0	0	54.39	22.14	0	0	13.64	0	78.47	8.29	16.9	0	99.29	85.67	100	0	0	35.07	68.54
SRR23967301_RNODE_391_length_1017_cov_1.19154	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	13.77	0	0	0	0	0	0	0	100	0	0	13.77	0
SRR23967301_RNODE_394_length_8820_cov_56.77750	0	0	0	0	0	0	0	0	0	0	0	0	0	100	99.15	92.64	40.86	0	19.02	0	0	0	96.52	57.25	100	0	0	11.71	9.23
SRR23967301_RNODE_395_length_2324_cov_3.63254	0	0	20.82	0	14.75	0	0	0	0	0	0	0	82.19	29.94	26.67	12.86	21.89	18.02	31.23	0	0	0	0	5.98	100	0	6.02	47.87	5.98
SRR23967301_RNODE_396_length_3774_cov_6.92520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_397_length_31522_cov_10.76047	0	0	0	0	0	0	0	0	0	0	0	0	7.08	42.07	48.12	48.12	0	0	7.03	0	0	0	100	100	100	0	5.69	0	0
SRR23967301_RNODE_398_length_1011_cov_3.08245	0	0	0	0	0	0	0	0	0	0	0	0	82.89	0	0	0	13.85	0	0	0	0	0	0	0	100	0	0	13.85	0
SRR23967301_RNODE_399_length_6326_cov_9.45975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.67	63.33	100	0	0	0	0
SRR23967301_RNODE_39_length_3395_cov_88.02590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.63	28.31	20.53	62.8	72.75	100	0	0	0	0
SRR23967301_RNODE_3_length_14125_cov_12.00000	0	0	0	0	0	0	0	0	0	0	0	0	61.25	0	0	0	0	0	0	0	0	0	39.78	9.88	100	0	0	0	0
SRR23967301_RNODE_400_length_4713_cov_368.32149	0	0	0	0	0	0	0	0	0	0	0	17.23	46.55	0	0	0	0	0	0	0	0	5.71	97.22	95.82	100	0	0	5.94	0
SRR23967301_RNODE_401_length_16971_cov_15.26114	0	0	0	0	11.49	0	0	0	10.55	0	0	0	9.32	0	0	6.64	9.37	8.79	0	0	0	0	0	13.68	100	0	0	0	0
SRR23967301_RNODE_402_length_7809_cov_5.37528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_403_length_8737_cov_25.49461	11.17	8.47	0	0	10.51	0	0	0	12.72	7.52	0	53.95	61.61	51.57	47.14	38.79	60.42	41.91	59.4	83.19	69.77	71.24	78.12	67.14	100	64.87	80.87	67.7	53.91
SRR23967301_RNODE_404_length_4428_cov_7.35579	0	0	0	0	0	0	0	0	0	0	0	5.71	6.32	0	6.32	6.3	0	0	0	0	0	6.3	0	6.3	100	6.32	0	0	0
SRR23967301_RNODE_405_length_1291_cov_1.86175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
SRR23967301_RNODE_406_length_38427_cov_12.08578	0	0	0	0	0	0	0	0	0	0	0	14.82	0	17.98	23.47	24.76	71.2	69.32	74.46	0	0	0	22.72	29.83	100	8.45	15.77	73.88	0
SRR23967301_RNODE_407_length_16330_cov_11.80337	35.47	45.74	51.88	47.86	56.67	30.13	5.92	15.05	27.8	32.56	39.91	0	62.22	50.19	43.97	51.09	55.95	58.61	62.35	0	0	9.52	7.89	20.03	100	0	46.31	52.25	14.98
SRR23967301_RNODE_408_length_4494_cov_7.99002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21	0	43.4	0	0	0	62.11	75.53	100	0	0	6.23	0
SRR23967301_RNODE_409_length_1345_cov_17.39248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.36	99.33	10.33	100	0	0	20.82	100	100	100	0	0	43.79	0
SRR23967301_RNODE_40_length_2599_cov_14.95340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
